id,value
0,66511
1,199714
2,629144
3,879466
4,310571
5,278996
6,455013
7,718066
8,796156
9,708797
10,565958
11,84576
12,56672
13,49949
14,453865
15,24446
16,841585
17,355226
18,447274
19,553838
20,7030
21,336338
22,920431
23,469118
24,973185
25,941398
26,445575
27,886287
28,521129
29,683246
30,954664
31,913739
32,859166
33,67767
34,399566
35,761080
36,827038
37,511404
38,103877
39,17458
40,826195
41,208332
42,984854
43,794735
44,565275
45,510335
46,90572
47,924017
48,992149
49,516163
50,445236
51,418453
52,847380
53,732244
54,24722
55,970896
56,118670
57,862874
58,794743
59,341923
60,301847
61,15556
62,135632
63,111881
64,781152
65,865959
66,650620
67,420024
68,830092
69,617008
70,308553
71,994498
72,703832
73,907874
74,107364
75,988823
76,45081
77,181218
78,961204
79,883684
80,357643
81,400799
82,312010
83,987281
84,615312
85,426606
86,45352
87,873121
88,168469
89,800965
90,650799
91,431070
92,986769
93,176603
94,208605
95,75641
96,933477
97,126459
98,707391
99,54907
100,205539
101,615037
102,401590
103,734092
104,293170
105,982424
106,402784
107,189813
108,813721
109,894609
110,465648
111,444093
112,356827
113,347536
114,977087
115,191706
116,41300
117,477364
118,486226
119,930058
120,828970
121,625693
122,723307
123,987723
124,766635
125,836062
126,947099
127,65928
128,234536
129,716798
130,633312
131,556693
132,968219
133,395355
134,970606
135,81982
136,90394
137,110555
138,366113
139,410155
140,640369
141,841681
142,179026
143,149160
144,120866
145,257184
146,198632
147,390331
148,395497
149,180772
150,962277
151,782297
152,864915
153,718960
154,869114
155,351466
156,225624
157,171696
158,187070
159,753661
160,272652
161,856469
162,473325
163,540930
164,145792
165,16321
166,632701
167,458222
168,138812
169,53518
170,823711
171,746497
172,692029
173,433127
174,688609
175,922049
176,470871
177,734571
178,931656
179,526204
180,496518
181,494255
182,98880
183,895229
184,139439
185,678641
186,523012
187,87198
188,412638
189,854713
190,788835
191,720739
192,408609
193,383531
194,747048
195,629975
196,912529
197,252635
198,58877
199,920661
200,193896
201,484342
202,488968
203,224420
204,729826
205,409506
206,680734
207,691143
208,145438
209,480137
210,946173
211,534047
212,970235
213,709252
214,681263
215,747524
216,904109
217,272691
218,378404
219,954859
220,162596
221,285113
222,848977
223,211026
224,128198
225,271209
226,191935
227,985220
228,973099
229,393193
230,248445
231,478413
232,138317
233,66932
234,767965
235,893156
236,555293
237,201599
238,277713
239,266026
240,278186
241,931541
242,695369
243,997479
244,758563
245,374077
246,53924
247,269610
248,338961
249,643246
250,317964
251,129157
252,667720
253,77044
254,162268
255,131320
256,644751
257,394495
258,756443
259,89321
260,196361
261,288936
262,53442
263,655334
264,646986
265,785179
266,815138
267,170322
268,706663
269,540758
270,624753
271,463457
272,125295
273,155259
274,433765
275,56248
276,878252
277,466762
278,770044
279,532144
280,342542
281,760721
282,594307
283,669297
284,298823
285,794149
286,933577
287,302335
288,751682
289,546751
290,843197
291,778419
292,499150
293,650702
294,953046
295,303503
296,102096
297,522050
298,838945
299,436639
300,405153
301,319255
302,726865
303,483346
304,43049
305,988189
306,585378
307,563451
308,429670
309,817915
310,490901
311,684495
312,571947
313,127916
314,260649
315,238702
316,676601
317,934922
318,739786
319,959672
320,925028
321,706309
322,802150
323,524376
324,980069
325,597080
326,77988
327,666696
328,758154
329,888699
330,657525
331,880667
332,751260
333,700642
334,535782
335,534734
336,715370
337,429249
338,361891
339,492764
340,855600
341,783567
342,135285
343,143213
344,732860
345,734113
346,851470
347,74746
348,992922
349,168054
350,741705
351,504803
352,675982
353,553075
354,673752
355,966992
356,303275
357,452257
358,484968
359,693861
360,157029
361,303566
362,504367
363,593524
364,171043
365,480091
366,286868
367,711764
368,631362
369,280980
370,630809
371,595671
372,450023
373,168027
374,278908
375,30514
376,119590
377,259183
378,313183
379,208475
380,582112
381,817791
382,145985
383,506040
384,153442
385,235127
386,182110
387,696237
388,332270
389,793877
390,681069
391,602597
392,792983
393,321476
394,83973
395,913617
396,112419
397,694757
398,86038
399,119664
400,812844
401,41150
402,33633
403,308686
404,116910
405,396731
406,803825
407,862749
408,405113
409,527682
410,184793
411,934338
412,742246
413,599282
414,917032
415,949517
416,996538
417,385319
418,978153
419,284476
420,13692
421,750882
422,398169
423,692629
424,27714
425,212744
426,877518
427,21367
428,991445
429,484122
430,746669
431,250717
432,791898
433,44351
434,354014
435,910580
436,379009
437,939096
438,797842
439,488887
440,681111
441,212958
442,28565
443,529911
444,806437
445,603930
446,738922
447,740164
448,437181
449,387884
450,132799
451,568696
452,511097
453,551373
454,617357
455,409286
456,255396
457,792274
458,698521
459,783937
460,388612
461,200347
462,876514
463,610243
464,838398
465,853604
466,135924
467,929613
468,636636
469,981368
470,703935
471,278985
472,748007
473,791248
474,110685
475,225622
476,464128
477,534745
478,227312
479,452684
480,652598
481,895031
482,880116
483,182732
484,588759
485,320459
486,843346
487,656975
488,317715
489,498661
490,498503
491,849954
492,495132
493,768629
494,214616
495,592573
496,437557
497,901959
498,551817
499,800752
500,676465
501,349479
502,719657
503,562671
504,655011
505,745781
506,331926
507,424484
508,332374
509,191696
510,391361
511,332529
512,367871
513,593551
514,610485
515,339495
516,245447
517,128104
518,628887
519,362662
520,168910
521,723294
522,422654
523,994244
524,809230
525,297547
526,218223
527,607026
528,17460
529,384097
530,520796
531,772905
532,430312
533,681892
534,446562
535,317616
536,490152
537,20881
538,408310
539,171814
540,777137
541,207060
542,345635
543,546879
544,708475
545,221417
546,113768
547,863194
548,598223
549,286984
550,349185
551,289343
552,790813
553,389458
554,115496
555,712550
556,82428
557,939414
558,899702
559,453884
560,926609
561,397932
562,76772
563,66145
564,983931
565,852458
566,789608
567,108013
568,420322
569,726067
570,301776
571,874964
572,984574
573,30776
574,272029
575,685614
576,302821
577,834383
578,72469
579,471570
580,16228
581,900338
582,226311
583,99526
584,357885
585,781431
586,276549
587,66263
588,515837
589,634
590,913451
591,950372
592,661457
593,336211
594,986633
595,278934
596,835797
597,643264
598,106582
599,273051
600,981313
601,90155
602,900839
603,273045
604,282324
605,165798
606,631674
607,512297
608,634790
609,322591
610,804900
611,308117
612,504471
613,659816
614,603615
615,668704
616,652258
617,623592
618,465990
619,777148
620,206448
621,302046
622,892816
623,806632
624,343951
625,528120
626,618405
627,45354
628,405899
629,667488
630,607504
631,365396
632,617855
633,665360
634,951259
635,656657
636,710798
637,653440
638,626859
639,965143
640,646278
641,177167
642,258343
643,724310
644,337617
645,893333
646,470145
647,648831
648,728772
649,409517
650,160325
651,572070
652,843416
653,789282
654,37004
655,751700
656,449066
657,130877
658,59418
659,942330
660,794526
661,542247
662,4049
663,839662
664,473659
665,781396
666,236700
667,337613
668,844471
669,808737
670,912937
671,408003
672,589727
673,506827
674,252216
675,311831
676,943778
677,862923
678,235056
679,281802
680,830015
681,981085
682,58045
683,777721
684,654354
685,393112
686,947996
687,909482
688,782350
689,271344
690,484468
691,646859
692,791061
693,311451
694,408957
695,990893
696,431451
697,249580
698,9398
699,368665
700,863165
701,205787
702,560246
703,131335
704,130674
705,304475
706,971235
707,184797
708,38301
709,312584
710,752025
711,462928
712,551364
713,357576
714,635297
715,165346
716,601619
717,139803
718,717462
719,424734
720,707460
721,437619
722,773984
723,343234
724,132763
725,118652
726,485447
727,143035
728,403015
729,316931
730,670824
731,513233
732,873345
733,913110
734,266017
735,103183
736,700280
737,963807
738,708581
739,511986
740,7558
741,266137
742,593667
743,54411
744,256019
745,814774
746,951543
747,45470
748,828603
749,511466
750,263676
751,339033
752,623700
753,120646
754,382188
755,380275
756,13562
757,129900
758,846632
759,87416
760,869231
761,870275
762,702349
763,465129
764,479401
765,978996
766,816293
767,970153
768,97878
769,45912
770,859061
771,299064
772,542734
773,75071
774,575947
775,448822
776,740047
777,214070
778,705225
779,612625
780,356021
781,56407
782,918426
783,716757
784,693563
785,705809
786,455263
787,178549
788,842846
789,706589
790,704934
791,771220
792,670111
793,890343
794,845904
795,318286
796,604945
797,166857
798,797841
799,308390
800,343505
801,295873
802,162274
803,420808
804,523616
805,716400
806,532598
807,382578
808,147420
809,581561
810,539432
811,540077
812,28199
813,249482
814,263936
815,21063
816,820266
817,614539
818,199516
819,387602
820,254249
821,828313
822,771498
823,235964
824,44844
825,155872
826,534649
827,286483
828,564091
829,940578
830,560064
831,124554
832,780444
833,909367
834,195775
835,903339
836,152383
837,340511
838,339528
839,999417
840,135050
841,937152
842,597561
843,824548
844,709365
845,602444
846,219770
847,739859
848,875295
849,695914
850,499539
851,293185
852,364442
853,765717
854,405601
855,805977
856,921830
857,197713
858,573634
859,673070
860,382753
861,699871
862,426920
863,606798
864,427766
865,49272
866,118236
867,456343
868,337394
869,69018
870,189241
871,163876
872,287836
873,373661
874,328981
875,880950
876,729939
877,24300
878,379754
879,261784
880,175938
881,868259
882,786379
883,474477
884,281920
885,3345
886,14076
887,526875
888,458722
889,502924
890,70465
891,90700
892,369927
893,265624
894,158831
895,125741
896,582864
897,612263
898,662617
899,255300
900,326979
901,42610
902,115246
903,24767
904,783694
905,385916
906,544700
907,887107
908,582817
909,431657
910,598888
911,2184
912,212827
913,10749
914,155696
915,711315
916,865792
917,412496
918,700714
919,854034
920,832462
921,968877
922,615967
923,931050
924,938985
925,615253
926,664601
927,485450
928,673993
929,245415
930,379322
931,973711
932,593225
933,718907
934,766477
935,828655
936,308602
937,449857
938,723027
939,378480
940,869667
941,609080
942,830256
943,779089
944,627478
945,105010
946,735930
947,141419
948,734573
949,674073
950,165691
951,591075
952,279324
953,607360
954,714848
955,84548
956,678959
957,868055
958,963326
959,424412
960,362813
961,612805
962,129367
963,65322
964,965767
965,420308
966,431699
967,983330
968,221640
969,851643
970,565234
971,92898
972,497212
973,319435
974,211947
975,439188
976,439827
977,626722
978,306467
979,667620
980,524967
981,951434
982,854969
983,78330
984,384949
985,498674
986,466362
987,910105
988,675837
989,520558
990,396313
991,366511
992,896923
993,912117
994,827546
995,296354
996,15578
997,131846
998,313930
999,371290
1000,970022
1001,766746
1002,801225
1003,65282
1004,123522
1005,664249
1006,403964
1007,733806
1008,525772
1009,187220
1010,165797
1011,615085
1012,400661
1013,813247
1014,359721
1015,631328
1016,624389
1017,995740
1018,494977
1019,454835
1020,83846
1021,931873
1022,88990
1023,422007
1024,712404
1025,641235
1026,435591
1027,527727
1028,688757
1029,549035
1030,54848
1031,913212
1032,754144
1033,589057
1034,245195
1035,972373
1036,854305
1037,694056
1038,175138
1039,444881
1040,344712
1041,425092
1042,249685
1043,638543
1044,811112
1045,406339
1046,65739
1047,229267
1048,152141
1049,178195
1050,131035
1051,923784
1052,946742
1053,59047
1054,662822
1055,638511
1056,286356
1057,614854
1058,205338
1059,747289
1060,190316
1061,375725
1062,509212
1063,381433
1064,442615
1065,509987
1066,101299
1067,727455
1068,189189
1069,268752
1070,240045
1071,760941
1072,917082
1073,147786
1074,499331
1075,879516
1076,500337
1077,878545
1078,52849
1079,453488
1080,842189
1081,556498
1082,841416
1083,399658
1084,269103
1085,442411
1086,197224
1087,501963
1088,239437
1089,231075
1090,171892
1091,352037
1092,117973
1093,871953
1094,769271
1095,463421
1096,737303
1097,347570
1098,519312
1099,325086
1100,218021
1101,167944
1102,345920
1103,903080
1104,51898
1105,723209
1106,479534
1107,373538
1108,765700
1109,51567
1110,244326
1111,675960
1112,578041
1113,26031
1114,910206
1115,812549
1116,337613
1117,440937
1118,441477
1119,687605
1120,688402
1121,988010
1122,896790
1123,680352
1124,845937
1125,651795
1126,439178
1127,75260
1128,588368
1129,625559
1130,400294
1131,935823
1132,67147
1133,451302
1134,609567
1135,934
1136,824290
1137,721328
1138,246859
1139,707389
1140,966705
1141,343817
1142,806308
1143,497747
1144,792771
1145,71198
1146,369357
1147,159660
1148,292355
1149,717583
1150,276639
1151,60961
1152,848645
1153,250383
1154,461163
1155,794219
1156,158702
1157,731216
1158,159410
1159,925117
1160,859307
1161,902534
1162,452256
1163,250948
1164,595707
1165,68914
1166,104277
1167,218660
1168,303048
1169,805772
1170,467798
1171,926316
1172,283780
1173,943275
1174,797209
1175,437490
1176,259056
1177,219529
1178,179353
1179,975032
1180,948097
1181,974650
1182,427462
1183,928814
1184,886733
1185,266129
1186,708905
1187,511455
1188,134830
1189,825922
1190,381173
1191,326725
1192,241986
1193,351002
1194,495822
1195,77192
1196,341922
1197,721632
1198,696741
1199,130909
1200,528154
1201,875436
1202,786936
1203,691265
1204,727071
1205,230337
1206,67136
1207,869883
1208,129216
1209,745780
1210,659875
1211,49272
1212,865583
1213,939131
1214,424304
1215,540177
1216,22950
1217,432999
1218,739832
1219,687939
1220,280746
1221,899212
1222,390825
1223,262857
1224,421688
1225,586494
1226,19894
1227,181469
1228,719381
1229,971427
1230,133964
1231,348804
1232,738325
1233,456077
1234,445111
1235,686102
1236,395227
1237,450669
1238,407297
1239,214149
1240,225250
1241,626036
1242,170462
1243,399279
1244,672822
1245,598063
1246,815045
1247,837279
1248,883831
1249,815161
1250,652851
1251,749832
1252,914523
1253,959831
1254,584282
1255,698806
1256,492141
1257,746672
1258,987314
1259,385595
1260,463333
1261,601740
1262,380178
1263,395918
1264,848554
1265,341922
1266,147587
1267,274842
1268,984193
1269,638055
1270,949424
1271,372515
1272,578881
1273,741811
1274,41178
1275,487969
1276,636377
1277,683880
1278,626999
1279,456531
1280,104708
1281,909800
1282,539117
1283,475811
1284,799672
1285,109817
1286,991440
1287,145854
1288,620569
1289,820430
1290,890533
1291,911018
1292,326978
1293,227834
1294,203758
1295,834250
1296,177641
1297,487264
1298,182207
1299,408878
1300,545995
1301,787253
1302,815177
1303,418693
1304,221590
1305,334152
1306,753273
1307,694003
1308,482653
1309,409761
1310,78830
1311,979512
1312,182240
1313,663719
1314,725206
1315,29289
1316,28933
1317,842358
1318,50581
1319,474758
1320,962722
1321,226991
1322,57270
1323,973545
1324,27748
1325,157145
1326,14134
1327,640200
1328,425744
1329,148068
1330,787566
1331,784202
1332,497531
1333,276843
1334,15567
1335,536350
1336,224656
1337,707738
1338,369851
1339,31515
1340,469185
1341,454985
1342,542463
1343,433938
1344,576962
1345,739942
1346,266271
1347,240647
1348,158060
1349,589642
1350,632795
1351,979219
1352,827919
1353,645015
1354,206177
1355,628066
1356,443606
1357,499631
1358,948708
1359,830545
1360,901905
1361,273571
1362,771169
1363,248638
1364,879362
1365,542082
1366,600363
1367,207592
1368,989198
1369,184981
1370,216531
1371,119834
1372,705933
1373,200281
1374,755003
1375,44644
1376,65815
1377,34319
1378,689212
1379,139455
1380,589616
1381,520705
1382,316388
1383,689362
1384,94085
1385,91695
1386,252508
1387,863283
1388,59328
1389,528130
1390,209764
1391,338421
1392,1601
1393,147880
1394,377601
1395,459063
1396,864497
1397,997750
1398,57511
1399,651433
1400,786210
1401,310132
1402,812114
1403,403217
1404,726563
1405,213181
1406,280643
1407,234557
1408,344691
1409,442119
1410,985837
1411,736705
1412,206755
1413,589287
1414,911298
1415,935213
1416,872794
1417,251862
1418,363774
1419,946437
1420,662794
1421,288706
1422,651385
1423,139293
1424,934275
1425,281580
1426,406683
1427,788637
1428,517185
1429,211008
1430,962547
1431,512278
1432,546602
1433,303377
1434,49242
1435,620568
1436,309742
1437,983369
1438,222586
