id,value
0,469009
1,659011
2,769590
3,401429
4,662223
5,209310
6,966738
7,466385
8,977963
9,488508
10,15991
11,456200
12,122546
13,77779
14,869329
15,501588
16,615381
17,214842
18,180071
19,419830
20,279384
21,947941
22,339576
23,705980
24,478388
25,11090
26,694902
27,789287
28,190431
29,332969
30,450885
31,245076
32,342746
33,967838
34,237604
35,293883
36,702424
37,894049
38,833031
39,842525
40,16132
41,564222
42,70670
43,525879
44,22957
45,310875
46,533285
47,693471
48,426329
49,712279
50,236378
51,51631
52,904161
53,805523
54,138834
55,719760
56,760756
57,597263
58,983203
59,788406
60,879678
61,667360
62,664405
63,77167
64,223733
65,786563
66,53121
67,682055
68,246320
69,376652
70,958990
71,74797
72,227885
73,329908
74,708726
75,970673
76,731822
77,174516
78,635574
79,916801
80,86105
81,823485
82,629060
83,569425
84,40107
85,176881
86,777790
87,926587
88,520457
89,660660
90,53063
91,361671
92,715448
93,380115
94,927395
95,163662
96,554457
97,941917
98,799546
99,431566
100,16951
101,155963
102,106466
103,593275
104,605113
105,766717
106,42595
107,523286
108,744759
109,83470
110,878243
111,219009
112,841139
113,879894
114,971324
115,262024
116,209383
117,215525
118,700505
119,838478
120,123757
121,895264
122,712857
123,921931
124,785568
125,127703
126,75401
127,332296
128,96473
129,569107
130,147474
131,776144
132,742093
133,347040
134,249626
135,646458
136,240263
137,846163
138,494805
139,314067
140,288925
141,8417
142,468866
143,878302
144,960541
145,650807
146,799994
147,861051
148,33122
149,836198
150,40403
151,126206
152,22344
153,646063
154,698728
155,385641
156,284895
157,798776
158,707799
159,13166
160,900128
161,433104
162,90047
163,529537
164,905231
165,33695
166,91553
167,44432
168,858572
169,913905
170,595827
171,145428
172,636497
173,890990
174,199645
175,209332
176,830824
177,789687
178,935864
179,877857
180,107408
181,192416
182,261875
183,487462
184,410558
185,417838
186,597440
187,572275
188,953793
189,54207
190,391896
191,169393
192,524283
193,499935
194,428300
195,547429
196,746540
197,871033
198,830848
199,152037
200,600288
201,323543
202,31931
203,16257
204,668143
205,308810
206,776516
207,618853
208,300634
209,530445
210,94051
211,190437
212,129247
213,404007
214,51883
215,765024
216,132612
217,633955
218,19229
219,853738
220,766606
221,117125
222,117027
223,477783
224,506050
225,757966
226,506519
227,439351
228,513856
229,937992
230,178232
231,132029
232,52896
233,320404
234,943031
235,896334
236,686504
237,390528
238,398242
239,911392
240,275475
241,633729
242,744344
243,880340
244,272550
245,534652
246,461555
247,314917
248,839822
249,645149
250,20654
251,53785
252,870139
253,812963
254,998662
255,759498
256,80506
257,289197
258,197584
259,530601
260,963656
261,839879
262,623144
263,438242
264,533349
265,175331
266,470544
267,750739
268,479666
269,980864
270,585524
271,844909
272,562434
273,583212
274,221556
275,319587
276,814105
277,819420
278,297795
279,624579
280,397832
281,988319
282,777449
283,597431
284,772129
285,859487
286,232507
287,660713
288,150432
289,590550
290,138329
291,74149
292,112034
