id,value
0,123877
1,622465
2,593943
3,241573
4,802997
5,95027
6,506574
7,666379
8,645921
9,146846
10,895848
11,332569
12,337344
13,623690
14,851906
15,468578
16,637424
17,381723
18,941073
19,332499
20,959402
21,347075
22,152131
23,721253
24,501732
25,332169
26,589248
27,326746
28,577089
29,510197
30,136463
31,254938
32,140947
33,786054
34,194561
35,501341
36,164074
37,170220
38,248447
39,685198
40,416096
41,661457
42,461576
43,884674
44,431398
45,74903
46,713718
47,986655
48,914002
49,714003
50,499349
51,567303
52,604626
53,777930
54,886135
55,953299
56,681011
57,920531
58,296501
59,778747
60,91692
61,432515
62,219963
63,48997
64,833733
65,105499
66,89913
67,450190
68,76575
69,954708
70,465741
71,402112
72,206953
73,626531
74,349686
75,141986
76,323986
77,497791
78,937502
79,948123
80,448871
81,185517
82,353035
83,464877
84,730201
85,429172
86,949001
87,974168
88,223825
89,81662
90,569763
91,373835
92,405206
93,251199
94,766604
95,569411
96,432648
97,472903
98,331982
99,963425
100,321312
101,157282
102,676495
103,735131
104,610828
105,462089
106,510721
107,643606
108,813395
109,164733
110,13863
111,158451
112,914614
113,74343
114,172096
115,824861
116,465910
117,15740
118,251714
119,903612
120,355231
121,441992
122,435690
123,491583
124,171844
125,287873
126,496971
127,524683
128,191362
129,763499
130,7787
131,292606
132,398767
133,405528
134,991525
135,353643
136,640045
137,852774
138,112145
139,27789
140,947118
141,493716
142,465881
143,967701
144,316155
145,345297
146,790931
147,659572
148,735910
149,265612
150,443055
151,89806
152,60609
153,877433
154,798503
155,228396
156,400988
157,385252
158,840396
159,426207
160,67467
161,805372
162,560676
163,300899
164,741005
165,996803
166,466965
167,195014
168,470077
169,280078
170,922135
171,829801
172,296276
173,361803
174,264148
175,349625
176,796422
177,744667
178,654657
179,554363
180,595653
181,795773
182,387143
183,750957
184,953819
185,170612
186,948781
187,320358
188,856599
189,345618
190,474993
191,792369
192,653143
193,599190
194,361611
195,948429
196,173590
197,899219
198,706801
199,231192
200,432714
201,804566
202,943370
203,529762
204,480026
205,668616
206,491809
207,230768
208,692010
209,144931
210,515403
211,277969
212,818792
213,238198
214,890971
215,866903
216,395368
217,918091
218,322249
219,316091
220,706634
221,619299
222,117699
223,602648
224,355819
225,787926
226,530460
227,27630
228,627494
229,2609
230,715417
231,485304
232,259222
233,98106
234,296817
235,850506
236,939978
237,149808
238,259602
239,69569
240,838849
241,139490
242,378600
243,642861
244,734101
245,615828
246,681946
247,320713
248,860575
249,687600
250,508565
251,999602
252,422461
253,243145
254,564311
255,1719
256,828838
257,376590
258,7286
259,148597
260,101018
261,619512
262,129
263,298264
264,573512
265,726095
266,355523
267,305425
268,964611
269,440543
270,870895
271,685464
272,127863
273,887391
274,699265
275,615596
276,312383
277,968543
278,635427
279,290292
280,557735
281,425258
282,510111
283,63134
284,928269
285,29001
286,979528
287,253555
288,652124
289,701948
290,873634
291,974438
292,871701
293,236144
294,923724
295,845366
296,635302
297,679681
298,128402
299,996328
300,963681
301,388968
302,236726
303,337989
304,310638
305,208056
306,828294
307,677172
308,503391
309,229140
310,252266
311,889979
312,296278
313,112802
314,250782
315,30021
316,489
317,2188
318,436987
319,945527
320,262840
321,652257
322,923823
323,706627
324,958236
325,513380
326,307005
327,902895
