id,value
0,926591
1,109665
2,147841
3,708930
4,332430
5,471483
6,314196
7,160138
8,242250
9,456251
10,775273
11,363614
12,703741
13,685647
14,256015
15,63760
16,745254
17,905157
18,953130
19,9993
20,114930
21,448710
22,975931
23,499452
24,803949
25,382067
26,656044
27,409399
28,562664
29,699005
30,579738
31,70390
32,103757
33,406284
34,197679
35,933882
36,453123
37,326509
38,649082
39,621695
40,957071
41,972447
42,728
43,609806
44,783514
45,902003
46,446062
47,495240
48,365171
49,549980
50,135523
51,522347
52,124426
53,650915
54,216521
55,803565
56,992305
57,16687
58,349926
59,459793
60,688180
61,613267
62,439686
63,726791
64,462104
65,592895
66,563137
67,926563
68,18342
69,181119
70,121822
71,86466
72,636470
73,92559
74,46096
75,903842
76,85535
77,454924
78,481536
79,700222
80,787114
81,57715
82,761120
83,986745
84,824727
85,110201
86,624415
87,271166
88,819880
89,592716
90,583439
91,776911
92,399145
93,715919
94,54626
95,815904
96,962026
97,964635
98,377283
99,659432
100,725955
101,696022
102,121153
103,885109
104,572614
105,286245
106,149184
107,343036
108,48897
109,375477
110,746324
111,80538
112,986158
113,847995
114,751139
115,792412
116,592996
117,802268
118,34278
119,622394
120,549697
121,915373
122,856292
123,431595
124,586527
125,286732
126,607029
127,970960
128,263446
129,58068
130,179806
131,747317
132,185394
133,849653
134,765798
135,756395
136,685177
137,327339
138,167553
139,671223
140,85052
141,20506
142,825245
143,520597
144,8487
145,847999
146,625311
147,369866
148,855162
149,677277
150,218275
151,25053
152,475120
153,641412
154,11096
155,321384
156,282111
157,869244
158,219070
159,128574
160,531477
161,745914
162,363303
163,807766
164,254568
165,814143
166,382004
167,488812
168,389502
169,951072
170,87307
171,201606
172,977216
173,511111
174,44087
175,591489
176,902062
177,712171
178,73172
179,676271
180,547841
181,660826
182,488616
183,861217
184,913014
185,61348
186,867147
187,218362
188,182904
189,834237
190,617662
191,857836
192,492090
193,581776
194,869572
195,71397
196,626777
197,81301
198,231076
199,812167
200,714768
201,761303
202,781884
203,989613
204,529793
205,421125
206,259649
207,5086
208,897278
209,291951
210,775352
211,930790
212,830250
213,904927
214,550092
215,743826
216,446912
217,131687
218,104221
219,67009
220,425554
221,193212
222,49499
223,939423
224,737775
225,394862
226,135896
227,242253
228,667631
229,838586
230,486926
231,539187
232,672151
233,387739
234,20844
235,255742
236,467779
237,715588
238,899778
239,318141
240,837635
241,355500
242,474861
243,599931
244,46115
245,288981
246,602617
247,783295
248,420176
249,757149
250,396360
251,532057
252,610763
253,661869
254,446091
255,194692
256,283204
257,134717
258,291334
259,608150
260,501955
261,595086
262,463604
263,957121
264,872992
265,893170
266,728657
267,58418
268,586186
269,939227
270,253409
271,886394
272,860398
273,557426
274,298380
275,632907
276,935593
277,170757
278,693762
279,104106
280,679162
281,322896
282,795660
283,796336
284,77704
285,973580
286,838807
287,564789
288,370900
289,965946
290,603011
