id,value
0,340598
1,255613
2,322985
3,677535
4,782200
5,874406
6,440802
7,384842
8,908219
9,785583
10,761483
11,865653
12,302934
13,503489
14,72708
15,137513
16,710372
17,311264
18,899721
19,947511
20,847628
21,442202
22,11603
23,690195
24,836838
25,972145
26,842848
27,598428
28,29024
29,64552
30,779740
31,607124
32,40900
33,734275
34,824478
35,954827
36,154801
37,351771
38,494774
39,284402
40,842273
41,696356
42,942573
43,731628
44,63449
45,485304
46,182814
47,249299
48,167201
49,954980
50,11593
51,204438
52,671135
53,250889
54,662837
55,107566
56,935886
57,95409
58,503575
59,185459
60,764727
61,445151
62,100097
63,392662
64,257396
65,624322
66,800797
67,372017
68,826127
69,726090
70,576204
71,820808
72,142213
73,910910
74,232682
75,696611
76,923073
77,598895
78,273520
79,705766
80,892577
81,452752
82,619598
83,557402
84,951565
85,478475
86,121532
87,537255
88,580780
89,532857
90,296215
91,58035
92,765069
93,20118
94,2848
95,976910
96,275571
97,584285
98,837069
99,635704
100,975658
101,159683
102,866495
103,775684
104,926824
105,828768
106,956988
107,706375
108,462242
109,554734
110,346146
111,366610
112,68623
113,5705
114,309048
115,206062
116,871057
117,368016
118,730956
119,136819
120,750929
121,257974
122,152700
123,157062
124,643542
125,584688
126,386655
127,632728
128,359976
129,490935
130,114737
131,638068
132,356794
133,304715
134,974545
135,202293
136,237558
137,771058
138,515748
139,787051
140,411729
141,701816
142,66077
143,828255
144,259362
145,580559
146,984716
147,715832
148,354123
149,590400
150,644
151,156255
152,782499
153,994463
154,334433
155,465231
156,363674
157,791860
158,84262
159,971754
160,622397
161,96501
162,920353
163,379721
164,696265
165,741665
166,476782
167,629642
168,969209
169,200240
170,955583
171,530477
172,114552
173,28637
174,365303
175,190455
176,403884
177,691859
178,504628
179,65736
180,592065
181,807822
182,271430
183,267103
184,424073
185,560970
186,128576
187,617367
188,825953
189,278369
190,590040
191,836009
192,140017
193,935900
194,404362
195,142561
196,343548
197,667811
198,707209
199,516580
200,50567
201,189829
202,790771
203,829551
204,237892
205,414167
206,294961
207,72897
208,59504
209,434203
210,563848
211,946258
212,817387
213,487259
214,630494
215,141547
216,142318
217,465814
218,794345
219,760779
220,704730
221,40666
222,37524
223,439495
224,323580
225,483966
226,589894
227,912621
228,170277
229,835700
230,797438
231,955902
232,875088
233,144126
234,74534
235,863582
236,735003
237,128829
238,127870
239,881799
240,894935
241,764465
242,828268
243,307192
244,328210
245,963947
246,76392
247,281519
248,677646
249,751708
250,759290
251,665614
252,535144
253,60891
254,426953
255,759799
256,535552
257,562673
258,631553
259,52921
260,719662
261,741625
262,966734
263,628452
264,981557
265,767940
266,720327
267,333643
268,57131
269,585476
270,711071
271,326517
272,433443
273,34026
274,318401
275,155497
276,762685
277,754857
278,934104
279,97799
280,849879
281,90490
282,65591
283,85208
284,50026
285,182854
286,102805
287,179694
288,958293
289,998362
290,324205
291,226321
292,605901
293,64106
294,62048
295,7220
296,984752
297,286319
298,73126
299,947921
300,615426
301,340368
302,68366
303,186141
304,46016
305,770996
306,43166
307,603147
308,623408
309,122176
310,520066
311,239113
312,613915
313,127849
314,66347
315,366435
316,766820
317,238008
318,481343
319,378739
320,712212
321,528970
322,861770
323,568371
324,163591
325,352364
326,348063
327,811447
328,756106
329,914275
330,730721
331,157067
332,492854
333,344146
334,252861
335,326100
336,194529
337,712444
338,883676
339,164981
340,51834
341,886776
342,57214
343,171243
344,365390
345,78049
346,371858
347,310065
348,824496
349,421427
350,28147
351,474883
352,223937
353,961255
354,846005
355,110162
356,347147
357,964794
358,547227
359,710726
360,854374
361,576508
362,615001
363,139552
364,406115
365,442811
366,449498
367,964763
368,924904
369,86622
370,727033
371,306556
372,852690
373,491698
374,840019
375,6119
376,496344
377,568660
378,45924
379,281107
380,70461
381,917781
382,485658
383,416064
384,844478
385,578020
386,545299
387,451181
388,880213
389,257449
390,129795
391,279103
392,206295
393,877135
394,293244
395,37015
396,917553
397,128697
398,327600
399,190039
400,610277
401,145194
402,850111
403,242001
404,768392
405,315624
406,649531
407,580927
408,200881
409,735280
410,52126
411,569167
412,397474
413,777316
414,350715
415,621814
416,717388
417,795344
418,403460
419,682159
420,655078
421,22510
422,853868
423,199179
424,37258
425,319418
426,549408
427,439617
428,897072
429,541455
430,643407
431,725981
432,944163
433,945460
434,553347
435,981862
436,3454
437,236354
438,418411
439,787210
440,530840
441,566263
442,950119
443,998797
444,330564
445,41827
446,602094
447,874857
448,896931
449,69808
450,798503
451,557924
452,382089
453,176767
454,555432
455,716213
456,51963
457,775487
458,205418
459,121389
460,234051
461,719020
462,92616
463,949386
464,183615
465,382585
466,44531
467,630961
468,998908
469,444285
470,145979
471,149965
472,701450
473,497448
474,841921
475,789848
476,863938
477,120637
478,678048
479,462712
480,716245
481,55718
482,51441
483,920252
484,489063
485,700090
486,188396
487,342218
488,865088
489,206069
490,192455
491,25587
492,799258
493,98594
494,412921
495,156396
496,642394
497,471825
498,572597
499,936243
500,456713
501,505883
502,63244
503,656750
504,647004
505,256882
506,568200
507,667818
508,547902
509,416572
510,703846
511,569296
512,405505
513,12334
514,685071
515,370720
516,270706
517,823914
518,114631
519,810070
520,681953
521,630215
522,872248
523,500043
524,656760
525,267623
526,736550
527,79101
528,434131
529,880752
530,811405
531,84628
532,614172
533,677167
534,47949
535,836782
536,826513
537,959549
538,154565
539,224209
540,825766
541,201938
542,969310
543,916523
544,960085
545,461097
546,932769
547,193555
548,288021
549,469707
550,644013
551,277605
552,229181
553,345023
554,608359
555,782514
556,525844
557,964768
558,192804
559,652141
560,465489
561,711482
562,493538
563,750864
564,768345
565,467177
566,289610
567,90042
568,279380
569,452096
570,507854
571,526874
572,620768
573,744499
574,656357
575,655906
576,258729
577,92855
578,497270
579,528488
580,17728
581,937453
582,824456
583,781721
584,935367
585,395369
586,587474
587,736038
588,492924
589,330887
590,760601
591,29304
592,679328
593,532900
594,294087
595,395378
596,50464
597,451457
598,204551
599,266373
600,931055
601,907558
602,362424
603,980370
604,172980
605,683449
606,816537
607,510162
608,431708
609,925088
610,559466
611,793606
612,751675
613,844124
614,481954
615,942482
616,361736
617,293631
618,890692
619,834281
620,973460
621,410008
622,371007
623,850132
624,547873
625,662889
626,964439
627,812128
628,450345
629,335528
630,600947
631,494582
632,148707
633,670088
634,476440
635,436313
636,126228
637,655396
638,598570
639,164809
640,478987
641,709138
642,37191
643,358199
644,746251
645,312159
646,510622
647,917215
648,882812
649,989415
650,814816
651,396891
652,923871
653,900310
654,259782
655,756521
656,815871
657,700556
658,716071
659,926452
660,90805
661,268366
662,93861
663,261544
664,546881
665,349679
666,78162
667,553721
668,865001
669,170331
670,725888
671,909769
672,138390
673,587433
674,94009
675,465618
676,621802
677,407941
678,412732
679,604618
680,617081
681,89286
682,443637
683,74850
684,303447
685,155093
686,569915
687,159322
688,493761
689,308457
690,854334
691,842923
692,752073
693,405878
694,770283
695,741302
696,43168
697,166895
698,562237
699,409376
700,101369
701,737611
702,224174
703,530971
704,3760
705,713
706,898005
707,406121
708,12045
709,830271
710,88752
711,98854
712,607652
713,326488
714,469229
715,585823
716,786266
717,433761
718,204166
719,254940
720,100836
721,244824
722,662243
723,143199
724,646207
725,724380
726,104172
727,374168
728,163864
729,547594
730,435986
731,358167
732,711896
733,241929
734,398898
735,451951
736,893131
737,845259
738,630573
739,939728
740,463482
741,848847
742,877389
743,393660
744,252926
745,280674
746,263233
747,699514
748,723104
749,402795
750,927601
751,291944
752,158406
753,645792
754,534269
755,433876
756,441506
757,84072
758,121489
759,695825
760,599638
761,967658
762,515694
763,143447
764,824552
765,569296
766,62859
767,125455
768,466881
769,880118
770,745206
771,969072
772,584812
773,492740
774,845623
775,336442
776,987257
777,347636
778,198150
779,473013
780,353355
781,886729
782,720136
783,87657
784,932964
785,557626
786,360124
787,144335
788,536923
789,542514
790,815244
791,416431
792,11195
793,47715
794,372899
795,257382
796,155629
797,483017
798,13722
799,675040
800,95907
801,384329
802,476286
803,462248
804,446348
805,988870
806,328749
807,832381
808,211615
809,959023
810,218627
811,736149
812,266940
813,869130
814,379073
815,794766
816,429349
817,718947
818,158555
819,574599
820,586484
821,918104
822,810528
823,749716
824,84938
825,897871
826,30681
827,551303
828,596657
829,749664
830,761561
831,786672
832,979781
833,64152
834,597869
835,625669
836,229429
837,450482
838,720416
839,298534
840,474253
841,52075
842,662749
843,826843
844,116222
845,743572
846,371638
847,917923
848,633908
849,592959
850,961127
851,193182
852,273696
853,603555
854,279556
855,992087
856,838635
857,712432
858,909950
859,96058
860,51312
861,515055
862,506393
863,850335
864,514919
865,210291
866,432478
867,326913
868,125835
869,815625
870,512664
871,367933
872,901370
873,789349
874,333325
875,576458
876,577922
877,814611
878,937524
879,580342
880,7666
881,649675
882,946018
883,184942
884,335965
885,629370
886,106705
887,351728
888,177082
889,614633
890,25738
891,292364
892,522338
893,930232
894,365718
895,351627
896,912743
897,105123
898,109892
899,767578
900,487203
901,35625
902,585967
903,843689
904,877773
905,528439
906,819179
907,545152
908,565032
909,48766
910,441427
911,40404
912,229482
913,898144
914,821803
915,248929
916,839009
917,977319
918,303553
919,27702
920,697764
921,751365
922,433483
923,231157
924,448453
925,27433
926,852063
927,513361
928,67844
929,679927
930,75931
931,406132
932,224434
933,513566
934,749267
935,903094
936,977545
937,41712
938,66440
939,507228
940,688729
941,75493
942,975586
943,458256
944,189222
945,668676
946,461248
947,646241
948,701272
949,143916
950,673918
951,539054
952,746527
953,637899
954,925325
955,303944
956,291270
957,846075
958,600513
959,187171
960,676149
961,422103
962,851250
963,130765
964,457118
965,792762
966,530017
967,551719
968,144706
969,986027
970,199827
971,186485
972,970288
973,438160
974,212321
975,912418
976,230915
977,645072
978,785093
979,497873
980,468338
981,953896
982,728897
983,303909
984,723231
985,752613
986,976388
987,63156
988,372207
989,808723
990,346260
991,995110
992,603083
993,532406
994,40127
995,682240
996,412938
997,495236
998,214219
999,327521
