id,value
0,547319
1,841641
2,118429
3,178608
4,940060
5,598741
6,997031
7,221442
8,342454
9,488374
10,490732
11,210578
12,784964
13,986131
14,599842
15,298128
16,459946
17,744355
18,450342
19,357371
20,406938
21,558768
22,549089
23,806688
24,473117
25,684354
26,794934
27,923261
28,510637
29,432164
30,149342
31,727135
32,601653
33,534376
34,714828
35,712546
36,212171
37,851868
38,595525
39,930910
40,567492
41,616704
42,321383
43,188718
44,214852
45,551377
46,806028
47,413566
48,692963
49,887283
50,777985
51,562883
52,463518
53,516846
54,375989
55,802414
56,776326
57,256855
58,131295
59,65356
60,937581
61,475001
62,873417
63,518035
64,529880
65,137259
66,190406
67,904327
68,492973
69,670675
70,950801
71,218574
72,615781
73,904291
74,51572
75,665501
76,913135
77,750342
78,994874
79,405715
80,564734
81,218532
82,116161
83,156632
84,579204
85,818099
86,287166
87,321237
88,112724
89,395566
90,699491
91,950839
92,419562
93,980459
94,898033
95,513073
96,740922
97,266965
98,578196
99,132628
